Rec,Inf,UID,Name,Best Pos,Age,Club,Division,Mins,Tgls/90,Tcon/90,Gls,Goals Outside Box,Shot/90,xG/shot,Shot %,ShT/90,Shots Outside Box/90,Gls/90,xG/90,NP-xG/90,xG-OP,Conv %,Ast,Asts/90,Ps A/90,Pas %,xA/90,OP-KP/90,Ch C/90,Drb/90,Pr passes/90,OP-Crs A/90,OP-Cr %,Crs A/90,Cr C/A,Tck A,Tck R,Pres A/90,Pres C/90,Poss Won/90,Poss Lost/90,K Tck/90,Int/90,Clr/90,Blk/90,Shts Blckd/90,Aer A/90,Hdr %,K Hdrs/90,Sprints/90,Dist/90,Gl Mst,Fls,FA,Yel,Red,Wage,Transfer Value
- - -,,85144028,Jean-Luc Dompé,AM (L),30,Hamburg,Bundesliga,"1,326",1.36,1.29,2,0,1.36,0.18,60%,0.81,0.34,0.14,0.25,0.25,-1.63,10%,0,-,33.67,87%,0.23,1.36,0.61,4.48,3.33,3.53,14%,6.18,15%,72,81%,13.24,3.33,6.04,12.83,0,1.56,0.61,0.14,0,5.23,10%,0,12.69,13.3km,0,23,23,3,1,"£14,000 p/w",£375K - £3.7M
- - -,,45111317,Yukinari Sugawara,D (R),25,Werder Bremen,Bundesliga,"2,083",0.99,1.64,2,0,1.21,0.1,50%,0.6,0.65,0.09,0.12,0.12,-0.89,7%,4,0.17,30.55,83%,0.19,0.99,0.6,2.07,3.2,4.23,18%,7.3,16%,80,83%,13.22,2.94,10.72,14.17,0.17,2.07,1.25,0.43,0.17,6.91,54%,0.13,14.6,13.7km,1,33,31,3,0,"£36,000 p/w",£12.5M - £15M
- - -,,35017438,Mario Götze,AM (C),33,Eintracht Frankfurt,Bundesliga,"2,831",1.43,1.46,2,1,0.86,0.09,44%,0.38,0.64,0.06,0.07,0.07,-0.32,7%,7,0.22,52.65,88%,0.2,1.14,0.6,0.67,6.71,0.48,16%,4.9,26%,83,75%,13.29,3.62,7.12,9.57,0,1.75,0.48,0.35,0.22,2.03,20%,0.03,10.36,13.1km,1,26,16,3,0,"£67,000 p/w",£375K - £3.7M
- - -,,16184737,Romano Schmid,AM (C),26,Werder Bremen,Bundesliga,"2,242",1.24,1.57,3,0,0.96,0.17,38%,0.36,0.56,0.12,0.16,0.16,-1.01,13%,10,0.4,43.55,82%,0.23,1.49,0.6,1.73,3.57,1.77,13%,3.65,13%,64,78%,13.37,3.61,7.83,11.4,0,2.49,0.76,0.4,0.24,3.65,14%,0.04,11,13.6km,0,19,27,1,0,"£7,000 p/w",£3.9M - £7.6M
- - -,Inj,18116035,Louis Patris,D (C),24,Union Saint-Gilloise,Jupiler Pro League,"1,354",1.4,1.33,3,0,0.8,0.09,50%,0.4,0,0.2,0.08,0.08,1.86,25%,1,0.07,53.18,83%,0.15,1.13,0.6,1.79,5.45,3.59,22%,3.59,22%,50,82%,9.04,2.19,11.96,13.09,0.07,1.73,0.93,0.4,0,7.31,86%,0.86,9.77,13.3km,1,20,6,4,0,"£5,250 p/w",£400K
- - -,Wnt,27069775,Younes Namli,AM (R),31,Le Havre,Ligue 1 Uber Eats,"1,355",1.06,1.86,5,2,1.99,0.12,37%,0.73,1.46,0.33,0.25,0.2,1.26,17%,2,0.13,39.45,79%,0.22,1.06,0.6,2.86,2.86,2.46,14%,8.3,16%,56,66%,9.17,2.26,8.17,15.54,0.13,1.93,0.86,0.33,0.2,4.25,36%,0.07,8.17,12.7km,0,19,17,3,0,"£9,000 p/w",£45K - £450K
- - -,,59138495,Giorgi Gocholeishvili,D (R),25,Hamburg,Bundesliga,"1,357",1.13,1.33,2,0,0.66,0.11,50%,0.33,0.33,0.13,0.07,0.07,0.89,20%,2,0.13,52,90%,0.15,1.06,0.6,2.98,5.31,4.18,16%,4.58,17%,70,84%,9.88,2.98,12.6,11.94,0.33,2.72,0.93,0.33,0,3.32,60%,0.07,15.12,13.4km,0,28,14,6,0,"£5,500 p/w",£90K - £900K
- - -,,2000066002,Yusuf Kabadayı,M (R),22,Augsburg,Bundesliga,"1,673",2.1,1.13,3,1,1.24,0.1,48%,0.59,0.59,0.16,0.12,0.12,0.71,13%,6,0.32,32.76,84%,0.24,1.56,0.59,2.47,3.6,6.29,23%,6.56,22%,60,87%,12.05,2.8,8.34,13.23,0,2.1,1.13,0.38,0.05,4.73,42%,0.05,9.31,13.0km,0,45,32,8,1,"£5,000 p/w",£275K - £2.6M
- - -,,18115008,Samuel Kinduelu Mbangula,AM (L),22,Werder Bremen,Bundesliga,"1,673",1.24,1.78,1,0,2.1,0.12,46%,0.97,0.86,0.05,0.26,0.26,-3.79,3%,3,0.16,27.49,81%,0.18,1.56,0.59,3.28,2.53,3.01,17%,3.23,14%,47,81%,10.92,3.55,7.15,13.93,0.05,2.31,0.81,0.22,0.11,7.53,22%,0,11.19,13.5km,0,24,20,2,0,"£11,000 p/w",£12K - £6.2M
- - -,,2000091875,Yaimar Medina,AM (L),21,Genk,Jupiler Pro League,"1,066",1.52,1.1,1,0,1.6,0.14,47%,0.76,0.59,0.08,0.22,0.22,-1.64,5%,3,0.25,38.41,89%,0.27,1.86,0.59,3.12,2.36,3.8,20%,3.88,20%,38,89%,15.62,3.04,7.6,12.75,0,2.87,0.93,0.42,0.08,6.25,12%,0,9.46,13.5km,0,16,25,0,0,"£4,900 p/w",£160K - £1.6M
- - -,,28084880,Jérémie Boga,AM (L),29,Nice,Ligue 1 Uber Eats,"2,134",1.64,1.05,5,2,1.52,0.13,44%,0.67,0.76,0.21,0.2,0.2,0.34,14%,3,0.13,34.75,83%,0.2,1.39,0.59,5.23,2.61,4.47,17%,5.31,15%,64,78%,12.15,2.61,6.16,14.89,0,1.73,0.42,0.17,0,3.8,7%,0,11.85,13.5km,1,37,37,5,0,"£53,000 p/w",£11M - £17M
- - -,,2000062803,Mohamed Berte,AM (L),24,FCV Dender,Jupiler Pro League,"1,372",1.44,1.64,0,0,1.51,0.08,30%,0.46,0.39,-,0.12,0.12,-1.87,-,4,0.26,34.11,85%,0.19,1.25,0.59,3.08,2.76,5.25,11%,5.31,11%,51,76%,14.43,3.21,8.46,12.66,0,2.3,1.05,0.39,0.07,6.56,39%,0,12.66,13.7km,0,16,20,1,0,"£3,000 p/w",£4.5K - £45K
- - -,Int,37060598,Ragnar Oratmangoen,AM (R),28,FCV Dender,Jupiler Pro League,"1,862",1.55,1.11,7,0,2.08,0.14,40%,0.82,1.16,0.34,0.3,0.3,0.87,16%,2,0.1,34.27,83%,0.18,1.45,0.58,2.42,2.66,1.06,12%,1.6,13%,43,79%,10.78,2.66,6.14,9.76,0,2.03,0.82,0.15,0.05,6.19,38%,0.05,10.59,14.1km,0,21,26,1,0,"£1,300 p/w",£250K - £2.5M
- - -,Wnt,85142865,Ludovic Blas,AM (C),28,Rennes,Ligue 1 Uber Eats,"2,513",1.36,0.93,6,1,2.22,0.1,48%,1.07,1.04,0.21,0.23,0.23,-0.51,10%,3,0.11,55.62,87%,0.19,1.33,0.57,1.79,2.72,1.29,14%,3.22,13%,54,70%,11.78,2.94,5.37,13.22,0.04,1.54,0.54,0.25,0.11,3.55,29%,0.07,9.42,13.3km,0,11,30,1,0,"£52,000 p/w",£14.5M - £17M
- - -,Int,24051635,Kristijan Jakić,DM,29,Augsburg,Bundesliga,"1,418",1.9,1.4,0,0,1.08,0.05,41%,0.44,0.76,-,0.05,0.05,-0.8,-,3,0.19,45.89,86%,0.13,0.76,0.57,0.57,4.32,0.51,25%,0.51,25%,66,68%,12.69,4.13,10.85,9.77,0.06,2.09,1.71,0.19,0.13,5.2,57%,0.25,10.6,13.2km,1,35,12,13,0,"£43,000 p/w",£400K - £3.9M
- - -,Wnt,91187682,Woo-Yeong Jeong,AM (R),26,Union Berlin,Bundesliga,"1,263",1.43,1.43,1,0,1.35,0.12,32%,0.43,0.5,0.07,0.16,0.16,-1.22,5%,3,0.21,30.64,81%,0.19,1.21,0.57,2.78,2.57,5.2,14%,5.2,13%,46,76%,16.6,4.7,7.7,13.47,0,1.85,0.57,0.36,0.14,5.84,18%,0,14.75,13.7km,1,28,14,4,0,"£15,000 p/w",£5M - £7.8M
- - -,,48044128,Owen Maës,AM (L),27,RAAL La Louvière,Jupiler Pro League,"2,687",0.84,1.51,7,1,1.61,0.11,40%,0.64,0.84,0.23,0.18,0.18,1.56,15%,5,0.17,32.93,83%,0.21,1,0.57,3.72,1.91,3.01,13%,6.03,12%,67,76%,13.1,3.01,7.57,13.67,0.07,2.45,1.21,0.33,0.13,5.83,25%,0,11.42,13.2km,0,34,44,3,0,£210 p/w,£22K - £220K
- - -,,45095577,Ritsu Doan,AM (R),27,Eintracht Frankfurt,Bundesliga,"2,221",1.62,1.58,8,2,1.38,0.16,53%,0.73,0.69,0.32,0.22,0.19,2.61,24%,3,0.12,43.72,84%,0.16,0.97,0.57,2.11,5.63,1.18,17%,3.04,31%,75,65%,15.56,4.54,6.44,13.49,0.08,1.99,0.89,0.61,0.16,3.65,12%,0.08,12.93,13.7km,0,10,46,3,0,"£16,000 p/w",£12M - £14.5M
- - -,,85144993,Jean-Victor Makengo,M (C),27,Lorient,Ligue 1 Uber Eats,"2,070",1.3,1.17,2,0,1.22,0.11,54%,0.65,0.83,0.09,0.13,0.13,-1.04,7%,3,0.13,48.48,86%,0.2,1.7,0.57,0.96,4.3,0.61,14%,1.61,14%,79,72%,11.96,2.74,9,9.3,0.13,2.13,0.52,0.22,0.13,4.04,23%,0.22,10.83,13.5km,0,36,16,7,0,"£6,250 p/w",£4.5M - £8.6M
- - -,,48036256,Kévin Van Den Kerkhof,WB (R),30,Charleroi,Jupiler Pro League,"1,275",0.71,1.2,0,0,1.06,0.05,53%,0.56,0.42,-,0.06,0.06,-0.79,-,2,0.14,50.12,87%,0.16,1.27,0.56,1.62,4.02,4.59,17%,5.08,13%,35,83%,11.79,3.25,10.24,13.2,0.21,2.47,1.27,0.64,0.21,5.51,74%,0.64,12.64,13.0km,3,8,15,0,0,"£6,750 p/w",£600K - £6M
- - -,Wnt,91181667,Derrick Köhn,D (L),27,Union Berlin,Bundesliga,"2,235",1.37,1.29,1,0,1.09,0.13,52%,0.56,0.36,0.04,0.14,0.14,-2.42,4%,2,0.08,32.94,83%,0.21,1.53,0.56,2.5,4.35,5.28,16%,6.16,15%,100,84%,12.89,3.3,9.99,13.37,0.16,2.3,1.21,0.6,0.28,5.92,31%,0.24,14.42,13.4km,1,47,32,9,0,"£11,000 p/w",£6M - £7.6M
- - -,Wnt,49046391,Niels Nkounkou,WB (L),25,Eintracht Frankfurt,Bundesliga,"1,118",1.77,1.37,0,0,0.72,0.1,44%,0.32,0.48,-,0.07,0.07,-0.88,-,4,0.32,45.64,88%,0.17,0.89,0.56,3.46,6.76,2.58,11%,4.43,9%,52,81%,8.77,2.09,14.01,11.35,0.16,4.59,1.85,0.89,0.32,4.03,46%,0.32,16.91,14.4km,1,15,9,6,0,"£14,000 p/w",£275K - £2.8M
- - -,,91150906,Tobias Mohr,AM (L),30,Standard Liège,Jupiler Pro League,"1,278",0.77,1.62,3,0,1.27,0.12,61%,0.77,0.7,0.21,0.15,0.15,0.9,17%,2,0.14,29.15,84%,0.26,0.92,0.56,3.1,2.25,5.92,20%,11.2,13%,62,89%,15.14,4.15,7.89,14.51,0.07,2.11,0.42,0.28,0.07,5.07,29%,0,13.87,13.7km,0,24,22,4,0,"£7,000 p/w",£210K - £2.1M
- - -,,48036723,Alexis Flips,AM (L),26,Anderlecht,Jupiler Pro League,"2,719",1.62,0.79,7,2,1.92,0.12,45%,0.86,0.86,0.23,0.22,0.22,0.32,12%,8,0.26,37.37,84%,0.23,1.19,0.56,3.28,3.08,3.94,15%,6.62,15%,88,82%,13.6,3.74,5.92,14.43,0,1.69,0.4,0.26,0,4.87,35%,0.03,11.98,13.0km,0,26,66,2,0,"£8,750 p/w",£250K - £2.5M
- - -,,91188358,Paul Nebel,AM (R),23,Mainz 05,Bundesliga,"3,363",1.23,1.02,10,0,1.42,0.18,58%,0.83,0.8,0.27,0.25,0.16,0.68,19%,5,0.13,30.72,82%,0.18,1.31,0.56,1.63,2.03,1.36,14%,5.3,13%,108,76%,13.03,2.84,5.83,10.76,0.05,1.74,0.72,0.19,0.05,5.35,11%,0,13.68,14.2km,0,46,63,7,0,"£5,000 p/w",£130K - £8.2M
- - -,,2000016527,Stanis Idumbo Muzambo,AM (L),20,Monaco,Ligue 1 Uber Eats,"1,443",1.68,0.94,0,0,2.37,0.1,50%,1.19,1.75,-,0.24,0.24,-3.86,-,2,0.12,38.17,88%,0.16,1.56,0.56,3.06,2.68,1,12%,1.06,12%,22,77%,9.92,2.06,4.12,7.67,0,1.19,0.19,0.25,0.19,3.37,24%,0,9.04,14.1km,0,2,22,0,0,"£4,200 p/w",£375K - £3.8M
- - -,Int,27143432,Jesper Lindstrøm,AM (R),26,Wolfsburg,Bundesliga,"2,246",1,1.24,1,0,1.28,0.11,38%,0.48,0.48,0.04,0.14,0.14,-2.59,3%,1,0.04,33.62,87%,0.15,0.92,0.56,2.85,1.92,1.84,16%,3.41,15%,71,86%,14.55,3.73,5.77,11.62,0.04,1.92,1.2,0.4,0.12,5.17,19%,0.04,10.86,13.4km,1,25,34,2,0,"£48,500 p/w",£5M - £7.8M
- - -,Lst,43017197,Pierre-Emerick Aubameyang,ST (C),36,Marseille,Ligue 1 Uber Eats,"2,104",1.88,1.28,10,1,2.05,0.19,58%,1.2,0.77,0.43,0.39,0.22,0.87,21%,2,0.09,23.53,84%,0.16,1.03,0.56,1.03,1.07,0.77,17%,0.77,16%,13,69%,4.92,1.5,3.34,8,0.04,0.47,0.21,0.26,0.17,5.65,52%,0.09,4.58,11.5km,0,18,30,1,1,"£69,000 p/w",£400K
- - -,,91157307,Deniz Undav,ST (C),29,Stuttgart,Bundesliga,"1,458",1.42,1.23,3,2,1.36,0.2,41%,0.56,0.37,0.19,0.27,0.27,-1.3,14%,2,0.12,21.48,86%,0.13,1.17,0.56,0.93,1.36,1.05,24%,1.05,23%,25,64%,8.15,1.85,2.78,7.78,0,0.62,0.31,0.12,0.12,5.86,25%,0.06,8.21,12.6km,0,32,33,3,0,"£87,000 p/w",£8.4M - £10.5M
- - -,,51063413,César Huerta,AM (L),25,Anderlecht,Jupiler Pro League,"1,627",1.88,1.38,5,1,2.27,0.12,32%,0.72,1.05,0.28,0.27,0.27,0.19,12%,3,0.17,35.13,83%,0.24,1.55,0.55,4.09,2.27,2.99,19%,2.99,18%,65,83%,13.33,3.15,5.09,13.17,0,1.55,0.33,0.28,0,5.03,14%,0,13.28,12.8km,0,16,32,0,0,"£11,750 p/w",£6M - £7.4M
- - -,,53110138,Mathias Rasmussen,M (C),28,Union Saint-Gilloise,Jupiler Pro League,"2,948",0.82,1.47,1,0,1.07,0.1,26%,0.27,0.73,0.03,0.11,0.11,-2.64,3%,5,0.15,47.69,87%,0.19,0.82,0.55,1.56,2.96,0.79,28%,3.57,15%,97,84%,12.36,2.78,6.2,10.26,0,1.74,0.73,0.49,0.21,4.15,48%,0.21,9.43,13.2km,0,21,31,2,0,"£4,700 p/w",£325K - £3.4M
- - -,,83195702,Tiago Araújo,M (L),25,Gent,Jupiler Pro League,"2,642",1.02,1.06,0,0,0.58,0.08,29%,0.17,0.31,-,0.05,0.05,-1.4,-,8,0.27,41.42,87%,0.22,1.29,0.55,1.77,3.44,7.22,14%,10.7,8%,140,77%,15.19,3.61,11.31,13.93,0.03,3.13,1.43,0.51,0.17,3.82,35%,0.17,10.39,13.7km,0,33,22,7,0,"£2,700 p/w",£120K - £1.2M
- - -,Lst,85046587,Florian Thauvin,AM (C),33,Lens,Ligue 1 Uber Eats,"1,498",1.44,1.44,6,2,1.86,0.13,71%,1.32,1.2,0.36,0.24,0.19,2.08,19%,2,0.12,36.41,87%,0.19,1.02,0.54,2.7,2.46,2.28,18%,8.29,31%,35,69%,10.75,2.64,4.63,14.06,0,1.02,0.72,0.24,0.06,4.81,24%,0,11.42,13.5km,0,10,20,0,0,"£44,000 p/w",£600K
- - -,Wnt,91203087,Ansgar Knauff,AM (R),24,Eintracht Frankfurt,Bundesliga,"1,001",1.71,1.44,3,0,1.44,0.14,50%,0.72,0.72,0.27,0.2,0.2,0.73,19%,0,-,43.88,79%,0.21,1.53,0.54,3.6,5.75,4.59,10%,4.59,9%,36,78%,13.67,3.33,7.28,16.99,0,1.71,0.72,0.63,0.09,4.59,31%,0.18,15.37,14.0km,0,18,23,5,0,"£10,000 p/w",£4.9M - £6.2M
- - -,Wnt,48036390,Loïc Lapoussin,M (L),30,Sint-Truiden,Jupiler Pro League,"2,684",1.64,1.04,11,2,2.05,0.14,56%,1.14,0.57,0.37,0.29,0.23,2.49,18%,5,0.17,40.54,84%,0.19,1.07,0.54,2.72,3.35,1.61,18%,3.72,18%,105,86%,14.42,3.65,8.08,13.68,0.03,2.28,0.54,0.27,0.03,6.71,37%,0,12.21,13.3km,0,23,46,5,0,"£3,900 p/w",£4.2M - £6.4M
- - -,,28085752,Nabil Bentaleb,DM,31,Lille,Ligue 1 Uber Eats,"1,344",1.21,1.21,0,0,1.67,0.08,28%,0.47,1.21,-,0.13,0.13,-1.93,-,6,0.4,53.3,86%,0.17,1.81,0.54,0.87,4.35,0.27,29%,0.94,50%,41,90%,10.98,2.95,7.5,9.71,0,1.61,0.54,0.33,0.07,5.09,62%,0.74,10.85,13.3km,0,14,2,5,0,"£16,500 p/w",Not for Sale
- - -,,93068387,Joel Asoro,AM (R),27,Metz,Ligue 1 Uber Eats,"2,187",1.28,1.93,4,1,1.15,0.15,46%,0.53,0.41,0.16,0.18,0.18,-0.3,14%,3,0.12,25.14,79%,0.18,1.11,0.53,2.22,2.18,4.24,11%,4.4,10%,86,81%,13.83,3.33,7.49,11.44,0.08,2.1,1.23,0.45,0.16,5.31,33%,0.04,11.28,13.1km,0,32,28,7,0,"£7,000 p/w",£210K - £2.1M
- - -,,2000087434,Isaac Babadi,M (R),21,Antwerp,Jupiler Pro League,"2,190",1.48,1.89,0,0,1.11,0.09,44%,0.49,0.49,-,0.1,0.1,-2.52,-,8,0.33,36.66,86%,0.28,1.64,0.53,3.66,4.15,4.56,11%,6.78,11%,62,87%,13.07,3.45,7.27,12.49,0.04,2.14,0.74,0.16,0.04,4.32,32%,0.08,9.12,13.7km,0,10,29,3,0,"£7,500 p/w",£12.5M - £19.5M
- - -,,2000291513,Antonio Cordero,AM (L),19,Westerlo,Jupiler Pro League,"2,532",1.32,1.39,7,2,1.21,0.11,50%,0.6,0.53,0.25,0.14,0.14,3.13,21%,5,0.18,35.86,86%,0.22,1.14,0.53,3.63,2.95,3.34,16%,4.66,17%,66,82%,13.12,2.91,7.25,13.4,0.04,2.56,0.57,0.21,0.07,4.55,20%,0.04,10.95,13.3km,0,37,36,9,0,£600 p/w,£11M - £13.5M
- - -,,28106683,Nathan Tella,AM (R),26,Bayer Leverkusen,Bundesliga,"2,196",1.6,1.48,2,1,1.23,0.11,47%,0.57,0.57,0.08,0.13,0.13,-1.2,7%,8,0.33,37.25,79%,0.22,1.35,0.53,3.69,3.52,5.41,14%,5.41,13%,100,83%,15.49,3.93,9.47,18.11,0.16,2.91,1.8,0.33,0.04,4.92,25%,0.12,16.64,14.1km,0,28,52,1,0,"£35,000 p/w",£6M - £7.6M
- - -,,16199712,Gideon Mensah,D (L),27,Auxerre,Ligue 1 Uber Eats,"2,198",1.11,1.23,0,0,0.37,0.06,44%,0.16,0.33,-,0.02,0.02,-0.52,-,5,0.2,30.26,81%,0.16,1.27,0.53,1.92,4.79,6.67,15%,9.17,12%,103,83%,13.1,4.05,12,13.27,0.08,3.48,1.97,0.57,0.16,3.77,72%,0.08,14.17,14.0km,0,24,14,2,0,"£14,000 p/w",£375K - £3.8M
- - -,Inj,49048372,Quentin Merlin,M (L),24,Rennes,Ligue 1 Uber Eats,"1,878",1.2,1.1,1,0,0.58,0.17,42%,0.24,0.19,0.05,0.1,0.1,-1.06,8%,6,0.29,48.21,85%,0.25,1.1,0.53,1.73,5.75,4.03,16%,8.87,15%,53,81%,13.04,3.69,8.48,14.57,0.05,2.25,0.38,0.62,0.05,3.12,29%,0.05,14.9,13.8km,1,12,25,4,0,"£19,750 p/w",£4.7M - £6.6M
- - -,,13225891,Yira Sor,AM (R),25,Genk,Jupiler Pro League,"2,226",1.5,1.13,6,2,1.78,0.11,48%,0.85,0.77,0.24,0.19,0.19,1.32,14%,3,0.12,36.63,87%,0.18,1.46,0.53,3.8,3.03,4.25,13%,4.25,13%,55,82%,9.91,2.02,6.27,11.93,0,1.74,0.73,0.2,0.04,6.99,16%,0.04,7.72,13.1km,0,33,44,6,0,"£12,750 p/w",£140K - £1.4M
- - -,Wnt,18105040,Yari Verschaeren,AM (C),24,Anderlecht,Jupiler Pro League,"2,576",1.75,1.05,8,1,1.57,0.19,64%,1.01,0.84,0.28,0.3,0.16,-0.62,18%,4,0.14,38.05,87%,0.15,0.94,0.52,1.71,1.99,1.05,10%,2.83,13%,54,74%,10.59,2.41,4.44,9.22,0,1.33,0.63,0.1,0,3.63,21%,0.03,9.43,13.3km,0,9,40,0,0,"£16,500 p/w",£500K - £5.2M
- - -,Wnt,49053187,Yassine Kechta,M (C),24,Le Havre,Ligue 1 Uber Eats,"2,581",0.8,1.5,4,0,1.22,0.13,29%,0.35,0.66,0.14,0.16,0.16,-0.65,11%,3,0.1,44.32,85%,0.16,1.15,0.52,1.12,3.38,1.26,19%,2.75,13%,126,75%,12.62,3.14,8.16,9.87,0.14,2.09,1.12,0.38,0.14,3.49,13%,0,14.26,13.6km,0,21,31,4,0,"£10,000 p/w",£650K - £3.6M
- - -,,53170352,Osame Sahraoui,AM (L),24,Lille,Ligue 1 Uber Eats,"2,435",1.18,1.26,2,0,1.85,0.11,26%,0.48,1,0.07,0.2,0.2,-3.28,4%,5,0.18,33.04,85%,0.18,1.03,0.52,3.1,3.22,1.85,22%,1.89,20%,88,76%,14.71,3.7,6.69,12.34,0.07,1.96,0.74,0.48,0.07,3.62,11%,0,13.6,13.3km,0,12,42,1,0,"£3,900 p/w",£6M - £8.6M
- - -,,27094768,Robert Skov,AM (R),30,Union Berlin,Bundesliga,"2,479",1.45,1.45,5,2,1.85,0.09,45%,0.84,1.16,0.18,0.17,0.14,0.44,10%,10,0.36,34.71,77%,0.19,1.23,0.51,2.9,2.58,4.57,14%,6.93,14%,87,82%,13.72,3.81,6.86,16.99,0.04,1.71,0.84,0.29,0.15,5.88,31%,0,14.2,13.5km,0,31,48,6,0,"£29,000 p/w",£7.4M - £11.5M
- - -,Inj,85046582,Ruben Aguilar,D (R),33,Lens,Ligue 1 Uber Eats,"1,771",1.47,1.47,1,0,0.66,0.11,23%,0.15,0.3,0.05,0.07,0.07,-0.46,8%,6,0.3,35.06,86%,0.19,1.73,0.51,2.49,4.47,7.57,16%,7.72,16%,48,81%,9.2,2.44,8.99,13.21,0.1,2.19,1.12,0.66,0.15,2.85,34%,0.1,17.58,13.8km,1,19,20,4,0,"£29,000 p/w",Not for Sale
- - -,,13227048,Hicham Boudaoui,M (C),26,Nice,Ligue 1 Uber Eats,"1,596",1.8,1.07,4,2,1.52,0.12,41%,0.62,0.9,0.23,0.18,0.18,0.8,15%,3,0.17,46.35,90%,0.15,1.47,0.51,1.47,3.44,0.96,21%,1.35,23%,54,76%,12.41,3.67,7.33,9.14,0.23,1.97,0.62,0.28,0.06,2.59,20%,0,19.68,14.3km,0,15,9,1,0,"£10,000 p/w",£7M - £10M
- - -,,18101857,Bruny Nsimba,AM (L),26,FCV Dender,Jupiler Pro League,"2,680",1.38,1.31,1,1,1.44,0.1,40%,0.57,0.6,0.03,0.14,0.14,-3.12,2%,9,0.3,34.46,86%,0.17,1.07,0.5,3.19,2.45,3.19,11%,3.22,11%,91,86%,15.08,3.83,8.63,12.06,0,2.72,0.6,0.37,0,6.58,45%,0.03,11.01,13.0km,0,33,44,7,0,"£1,000 p/w",£120K - £375K
- - -,,49048598,Josué Casimir,AM (R),24,Auxerre,Ligue 1 Uber Eats,"1,787",0.96,1.26,2,0,1.46,0.08,45%,0.65,0.45,0.1,0.11,0.11,-0.25,7%,4,0.2,30.72,80%,0.18,1.01,0.5,2.82,1.81,4.03,10%,4.68,7%,76,83%,14.45,3.27,7.4,14.15,0,2.37,0.81,0.25,0.05,8.16,24%,0.1,13.5,13.5km,0,21,30,1,0,"£6,000 p/w",£5.2M - £7.6M
- - -,Wnt,48036785,Franck Honorat,AM (R),29,Gladbach,Bundesliga,"1,967",1.28,1.42,4,2,1.42,0.11,39%,0.55,0.69,0.18,0.16,0.16,0.58,13%,3,0.14,34.96,85%,0.29,1.97,0.5,3.52,3.25,6.82,19%,12.26,16%,80,74%,14.55,3.93,7,17.39,0.09,1.78,0.73,0.14,0,4.53,28%,0,13.96,13.7km,0,29,49,2,0,"£24,000 p/w",£8M - £9.6M
- - -,,18054954,Siebe Schrijvers,AM (C),29,OH Leuven,Jupiler Pro League,"3,041",1.33,1.48,5,2,1.01,0.15,35%,0.36,0.5,0.15,0.15,0.15,-0.2,15%,4,0.12,34.72,83%,0.12,0.95,0.5,2.87,3.49,2.72,16%,3.17,15%,74,78%,13.05,3.7,6.6,11.87,0.03,1.66,0.68,0.44,0.09,5.09,14%,0,11.63,13.3km,1,17,58,0,0,"£10,750 p/w",£220K - £2.2M
- - -,Wnt,28127164,Tyler Morton,DM,23,Lyon,Ligue 1 Uber Eats,"1,790",1.71,1.21,3,1,1.11,0.13,50%,0.55,0.75,0.15,0.14,0.14,0.18,14%,7,0.35,62.7,87%,0.2,1.01,0.5,1.11,6.39,0.7,24%,4.73,14%,43,67%,11.46,3.22,6.79,10.76,0.15,1.71,0.75,0.6,0.55,3.37,54%,0.15,12.77,13.9km,2,16,15,3,0,"£15,000 p/w",£4.9M - £7M
- - -,,2000127878,Nail Moutha-Sebtaoui,D (L),20,FCV Dender,Jupiler Pro League,"3,049",1.27,1.48,2,0,0.56,0.1,32%,0.18,0.18,0.06,0.06,0.06,0.12,11%,4,0.12,41.33,87%,0.18,1,0.5,0.62,4.07,3.16,18%,6.73,16%,142,78%,9.06,2.21,13.55,9.65,0.15,2.69,1.36,0.97,0.24,5.82,80%,0.74,13.22,12.9km,0,34,15,4,0,"£1,100 p/w",£425K - £4.2M
- - -,,83261927,Tiago Tomás,ST (C),23,Stuttgart,Bundesliga,"2,351",1.65,1.15,11,2,1.99,0.17,44%,0.88,0.77,0.42,0.34,0.34,2.19,21%,4,0.15,20.98,81%,0.14,1.07,0.5,1.76,1.15,1.72,10%,2.72,15%,42,71%,6.28,1.84,3.64,10.22,0,1.07,0.65,0.15,0.11,7.54,24%,0,7.01,12.5km,0,52,58,2,0,"£29,000 p/w",£4.8M - £6.2M
- - -,,39060464,Hákon Arnar Haraldsson,AM (C),23,Lille,Ligue 1 Uber Eats,"2,357",1.22,1.22,6,2,1.83,0.11,56%,1.03,0.92,0.23,0.2,0.2,0.79,13%,4,0.15,44.37,87%,0.27,1.37,0.5,2.63,3.59,1.68,21%,5,13%,88,74%,14.47,3.28,8.17,11.8,0.08,2.41,0.69,0.19,0.11,4.54,32%,0.08,12.49,13.7km,0,33,37,4,0,"£16,500 p/w",£3.5M - £5.4M
- - -,,53146811,Hugo Vetlesen,M (C),26,Club Brugge,Jupiler Pro League,"2,901",1.52,0.99,5,0,1.49,0.12,40%,0.59,0.65,0.16,0.18,0.18,-0.92,10%,3,0.09,35.49,83%,0.15,1.15,0.5,2.89,2.76,2.54,23%,2.89,21%,104,84%,15.39,3.63,7.35,12.1,0.03,1.58,0.47,0.28,0.12,6.58,21%,0.03,15.08,13.7km,1,59,50,7,1,"£19,750 p/w",£5.8M - £7.4M
