Rec,Inf,UID,Name,Best Pos,Age,Club,Division,Mins,Tgls/90,Tcon/90,Gls,Goals Outside Box,Shot/90,xG/shot,Shot %,ShT/90,Shots Outside Box/90,Gls/90,xG/90,NP-xG/90,xG-OP,Conv %,Ast,Asts/90,Ps A/90,Pas %,xA/90,OP-KP/90,Ch C/90,Drb/90,Pr passes/90,OP-Crs A/90,OP-Cr %,Crs A/90,Cr C/A,Tck A,Tck R,Pres A/90,Pres C/90,Poss Won/90,Poss Lost/90,K Tck/90,Int/90,Clr/90,Blk/90,Shts Blckd/90,Aer A/90,Hdr %,K Hdrs/90,Sprints/90,Dist/90,Gl Mst,Fls,FA,Yel,Red,Wage,Transfer Value
- - -,,2000053956,Abde,ST (C),27,Alavés,LALIGA EA SPORTS,"1,311",1.65,1.03,6,0,2.54,0.13,35%,0.89,1.24,0.41,0.32,0.32,1.37,16%,3,0.21,37.83,81%,0.18,1.65,0.62,2.13,3.43,3.78,13%,5.15,10%,46,87%,14.49,3.64,8.03,15.17,0.07,1.72,0.69,0.55,0.21,6.32,52%,0.14,15.1,14.3km,0,22,16,2,0,"£3,300 p/w",£350K - £3.4M
- - -,,55082251,Bruno Lourenço,AM (R),28,AVS SAD,Liga Portugal Betclic,"2,625",1.41,1.71,7,1,1.75,0.1,53%,0.93,0.96,0.24,0.17,0.17,1.98,14%,10,0.34,31.58,79%,0.29,1.58,0.62,2.54,2.19,1.92,25%,6.38,30%,73,81%,12.34,2.98,6.99,12.99,0.03,1.95,0.79,0.24,0.07,5.21,28%,0.03,12.1,13.3km,0,59,59,8,1,"£1,900 p/w",£275K - £2.8M
- - -,Wnt,83169933,Chiquinho,AM (R),26,Alverca SAD,Liga Portugal Betclic,"1,802",1.8,2.4,6,3,1.4,0.1,57%,0.8,0.6,0.3,0.14,0.14,3.11,21%,7,0.35,25.82,78%,0.25,1.4,0.6,2.45,2.8,5.14,19%,6.44,18%,58,81%,13.19,3.6,9.14,13.39,0.05,3.15,1.1,0.25,0,6.04,36%,0.05,11.64,13.4km,0,22,29,3,1,"£11,000 p/w",£3.5M - £7M
- - -,Hol,43159580,Rolando Mandragora,M (C),28,Fiorentina,Serie A TIM,"3,311",1.85,1.06,2,0,0.9,0.08,55%,0.49,0.63,0.05,0.07,0.07,-0.59,6%,8,0.22,62.41,90%,0.23,1.69,0.6,0.46,5.44,0.38,24%,4.73,42%,88,80%,9.51,3.1,8.18,8.92,0.05,1.52,0.46,0.19,0.08,3.13,63%,0.41,10.55,13.4km,0,32,15,9,0,"£57,000 p/w",£8.4M - £11.5M
- - -,,67257950,Víctor Gómez,D (R),26,Braga,Liga Portugal Betclic,"2,862",2.08,0.66,1,1,0.63,0.04,30%,0.19,0.5,0.03,0.03,0.03,0.12,5%,5,0.16,54.59,89%,0.15,1.29,0.6,1.32,8.68,2.26,23%,3.18,18%,105,82%,10.91,3.18,12.08,8.58,0.22,2.2,0.69,0.41,0.16,4.53,28%,0.28,10.16,13.1km,1,29,11,7,2,"£7,000 p/w",£6.4M - £9.8M
- - -,,19180534,Murilo Souza,AM (L),31,Gil Vicente,Liga Portugal Betclic,"1,511",1.19,1.61,2,0,0.89,0.15,73%,0.66,0.54,0.12,0.14,0.09,-0.27,13%,2,0.12,39.43,86%,0.19,1.01,0.6,2.2,4.82,5.9,11%,10.42,11%,59,80%,11.73,3.1,10.13,13.04,0.12,2.92,1.91,0.66,0.18,4.05,26%,0.06,11.44,13.7km,0,25,17,4,0,"£2,100 p/w",Not for Sale
- - -,,37053569,Kingsley Ehizibue,D (R),31,Udinese,Serie A TIM,"1,512",1.25,1.19,0,0,0.48,0.05,38%,0.18,0.3,-,0.02,0.02,-0.42,-,4,0.24,42.08,82%,0.24,1.25,0.6,2.68,4.64,7.38,12%,7.44,11%,78,85%,14.35,3.69,12.86,16.49,0.06,3.1,2.56,0.54,0.3,4.64,68%,0.24,14.11,14.2km,0,40,27,2,1,"£17,000 p/w",£1.2M - £2.7M
- - -,Inj,37048153,Donny van de Beek,M (C),29,Girona,LALIGA EA SPORTS,"1,373",1.84,0.79,2,1,1.9,0.09,62%,1.18,1.57,0.13,0.17,0.17,-0.54,7%,6,0.39,55.06,87%,0.23,1.84,0.59,0.72,3.8,1.05,11%,3.67,18%,38,71%,11.86,3.34,6.49,11.08,0,1.57,0.72,0.39,0.13,3.74,60%,0.13,14.16,13.7km,0,14,7,1,0,"£60,000 p/w",£3.7M - £7.2M
- - -,,67214613,Pablo Fornals,AM (R),30,Real Betis,LALIGA EA SPORTS,"1,535",0.76,1.23,1,0,1.23,0.15,38%,0.47,0.64,0.06,0.18,0.18,-2.07,5%,4,0.23,46.55,89%,0.16,1.11,0.59,2.7,3.17,3.11,19%,4.1,15%,46,63%,13.78,4.28,5.98,13.19,0.06,2.17,0.41,0.18,0,4.69,28%,0,14.31,13.4km,1,16,33,1,0,"£60,000 p/w",£6.6M - £8M
- - -,Wnt,43500245,Giovanni Fabbian,AM (C),23,Bologna,Serie A TIM,"2,002",1.39,1.44,8,0,2.7,0.13,50%,1.35,1.12,0.36,0.36,0.36,0.04,13%,3,0.13,35.29,83%,0.15,1.39,0.58,1.57,2.56,1.48,18%,1.48,18%,38,76%,10.43,2.7,5.53,9.98,0.04,1.57,0.58,0.36,0.18,6.79,37%,0.27,13.04,14.3km,0,16,30,1,0,"£14,000 p/w",£11.5M - £14M
- - -,,67228802,Manu Morlanes,M (C),27,Mallorca,LALIGA EA SPORTS,"1,079",1.42,1.17,0,0,1.5,0.07,39%,0.58,1.08,-,0.11,0.11,-1.26,-,1,0.08,52.63,87%,0.16,1.67,0.58,1.08,6.59,0.67,10%,0.83,12%,27,70%,12.93,3,8.01,8.42,0.08,1.58,0.83,0.58,0.42,3.25,46%,0.17,12.85,14.2km,0,19,8,7,1,"£25,000 p/w",£4M - £6.2M
- - -,Int,18101760,Cyril Ngongé,AM (R),26,Torino,Serie A TIM,"2,467",2.3,1.5,13,3,2.01,0.11,40%,0.8,1.09,0.47,0.22,0.22,6.87,24%,9,0.33,30.61,83%,0.23,1.86,0.58,2.41,3.03,5.44,22%,5.51,22%,85,75%,15.83,3.21,7.33,12.7,0.04,2.01,1.28,0.18,0.04,6.27,26%,0.07,11.02,13.4km,1,25,36,3,0,"£30,000 p/w",£8.2M - £12.5M
- - -,,67231100,Jorge De Frutos,AM (R),29,Rayo Vallecano,LALIGA EA SPORTS,"1,390",1.49,1.55,2,0,1.1,0.17,59%,0.65,0.39,0.13,0.18,0.18,-0.85,12%,5,0.32,33.41,86%,0.2,1.36,0.58,3.37,2.98,4.73,10%,6.54,9%,47,74%,13.34,2.65,7.96,16.12,0.06,2.72,0.84,0.58,0.13,5.05,21%,0,15.02,13.7km,0,27,33,5,0,"£15,000 p/w",£500K - £7.4M
- - -,,71080414,Viktor Tsygankov,AM (R),28,Girona,LALIGA EA SPORTS,"2,163",1.08,1,1,1,1.62,0.11,46%,0.75,0.87,0.04,0.17,0.14,-3.17,3%,4,0.17,43.77,83%,0.25,2,0.58,4.04,4.83,3.87,13%,5.66,13%,78,85%,12.98,4.2,7.12,17.64,0.12,2.37,0.87,0.62,0.25,3.2,30%,0,13.27,13.1km,0,18,44,0,0,"£26,000 p/w",£12.5M - £19.5M
- - -,Wnt,83215572,Zé Carlos,D (R),27,Gil Vicente,Liga Portugal Betclic,"1,854",1.12,1.26,1,0,0.44,0.09,56%,0.24,0.34,0.05,0.04,0.04,0.22,11%,4,0.19,39.71,84%,0.16,1.65,0.58,2.09,5.44,8.59,14%,9.17,12%,87,85%,15.87,3.64,10.58,14.37,0.19,2.86,1.21,1.02,0.29,4.08,35%,0.1,14.03,14.1km,0,19,22,5,0,"£2,000 p/w",£240K - £2.4M
- - -,Inj,93123174,Jacob Ondrejka,AM (L),23,Parma,Serie A TIM,"2,175",1.03,1.7,3,1,1.24,0.11,53%,0.66,0.66,0.12,0.14,0.14,-0.37,10%,3,0.12,31.08,83%,0.15,1.12,0.58,3.14,1.86,2.94,18%,5.21,19%,84,86%,15.77,4.47,7.53,13.61,0,2.32,0.91,0.29,0.04,4.22,19%,0,13.57,13.6km,0,39,37,3,0,"£18,000 p/w",£500K - £5M
- - -,,85096693,Frédéric Guilbert,D (R),31,Lecce,Serie A TIM,"2,023",1.07,1.07,0,0,0.4,0.06,22%,0.09,0.31,-,0.02,0.02,-0.52,-,6,0.27,34.48,83%,0.26,1.6,0.58,2.49,3.11,8.1,10%,8.1,10%,92,83%,15.62,3.47,11.26,16.28,0.13,2.54,1.6,0.89,0.31,3.96,51%,0.22,14.99,13.8km,0,39,25,11,0,"£25,000 p/w",Not for Sale
- - -,,37008621,Luuk de Jong,ST (C),35,Porto,Liga Portugal Betclic,"3,155",2.11,0.77,26,2,3.82,0.15,58%,2.23,0.94,0.74,0.59,0.5,5.26,19%,5,0.14,27.47,85%,0.15,1.14,0.57,0.54,1.43,0.51,15%,0.57,16%,43,65%,7.1,1.83,4.02,7.27,0,0.63,0.14,0.14,0.03,7.82,61%,0.17,5.85,12.1km,0,28,52,2,0,"£38,000 p/w",Not for Sale
- - -,Lst,85045661,Dimitri Foulquier,D (R),33,Valencia,LALIGA EA SPORTS,"1,441",1.56,1.37,0,0,0.94,0.08,47%,0.44,0.81,-,0.07,0.07,-1.19,-,4,0.25,53.78,87%,0.19,1.19,0.56,2.19,7.18,1.5,17%,1.5,16%,61,77%,10.24,2.81,13.24,11.49,0.37,2.69,0.81,0.94,0.37,4.93,68%,0.19,14.05,14.0km,0,14,6,2,0,"£35,000 p/w",£600K
- - -,,14217325,Enzo Barrenechea,DM,25,Benfica,Liga Portugal Betclic,"2,883",2.43,0.56,6,0,1.84,0.1,46%,0.84,0.87,0.19,0.18,0.13,0.22,10%,8,0.25,77.86,92%,0.21,1.81,0.56,0.56,8.15,0.31,24%,0.78,10%,68,66%,7.37,2.28,6.99,7.59,0,1.25,0.56,0.19,0.16,4.12,63%,0.31,8.74,13.0km,0,28,14,4,0,"£20,000 p/w",£21M - £26M
- - -,,90055302,Che Adams,ST (C),29,Torino,Serie A TIM,"1,455",1.55,1.18,3,1,2.1,0.09,50%,1.05,0.8,0.19,0.18,0.18,0.05,9%,5,0.31,27.77,80%,0.27,1.67,0.56,2.16,1.92,4.76,19%,4.76,19%,60,83%,15.09,3.34,8.16,12.68,0,1.73,0.74,0.49,0.12,7.61,37%,0,15.46,13.9km,0,11,23,3,0,"£64,000 p/w",£10M - £15.5M
- - -,Inj,47064795,Eljif Elmas,M (C),26,Napoli,Serie A TIM,"2,121",1.19,1.15,5,0,1.78,0.1,52%,0.93,0.89,0.21,0.19,0.19,0.63,12%,4,0.17,53.59,87%,0.14,1.1,0.55,2.38,3.86,1.27,16%,1.87,16%,72,82%,12.14,3.01,6.45,12.69,0,2.16,0.59,0.38,0.04,3.48,41%,0.13,12.52,13.5km,0,14,40,1,0,"£54,000 p/w",£16.5M - £21M
- - -,,2000184837,Mario Dorgeles,M (C),21,Braga,Liga Portugal Betclic,"2,774",1.75,0.81,2,0,1.72,0.09,30%,0.52,1.14,0.06,0.15,0.15,-2.52,4%,7,0.23,63.46,89%,0.17,1.65,0.55,0.97,4.48,0.91,16%,1.01,17%,78,72%,12.04,3.67,7.53,9.21,0.03,1.62,0.58,0.39,0.1,4.32,50%,0.1,8.57,13.0km,0,15,29,2,0,"£2,600 p/w",£14M - £17M
- - -,,48036222,Jérémy Livolant,ST (C),28,Casa Pia,Liga Portugal Betclic,"2,287",1.77,1.69,6,3,1.61,0.18,56%,0.91,0.59,0.24,0.29,0.29,-1.45,15%,9,0.35,39,84%,0.22,0.91,0.55,2.68,3.46,2.79,28%,6.49,21%,77,77%,11.22,2.99,5.55,13.1,0.16,1.69,0.63,0.16,0.12,3.38,33%,0.08,9.56,12.9km,1,51,35,6,1,"£13,000 p/w",£200K - £2M
- - -,,83224027,Serginho,M (C),26,Santa Clara,Liga Portugal Betclic,"2,619",1.86,1.62,7,1,1.82,0.15,47%,0.86,1.07,0.24,0.27,0.27,-0.95,13%,3,0.1,53.85,88%,0.17,1.41,0.55,0.48,6.12,0.69,23%,1.2,20%,79,81%,13.33,3.3,9.24,8.28,0.07,2.58,0.58,0.27,0.21,4.12,38%,0.14,11.86,13.5km,3,20,14,5,0,"£5,000 p/w",£120K - £1.2M
- - -,,2000107074,Adama,D (L),23,Athletic Club,LALIGA EA SPORTS,"1,487",1.69,1.03,2,0,0.79,0.12,46%,0.36,0.36,0.12,0.1,0.1,0.42,15%,4,0.24,49.93,86%,0.23,1.39,0.54,2.72,6.6,2.12,29%,2.48,28%,58,78%,15.19,4.3,11.62,11.56,0.06,1.94,1.33,0.97,0.24,4.96,37%,0.12,15.62,14.0km,1,7,15,2,0,"£3,500 p/w",£7.6M - £11.5M
- - -,Wnt,2000126360,Antoniu,AM (R),23,Espanyol,LALIGA EA SPORTS,"1,338",1.28,1.68,3,0,1.01,0.12,33%,0.34,0.4,0.2,0.12,0.12,1.15,20%,2,0.13,27.11,81%,0.21,0.87,0.54,3.36,3.36,5.78,13%,6.59,10%,50,84%,14.39,3.77,7.33,14.73,0,2.83,1.35,0.27,0.07,4.17,29%,0,10.36,13.9km,0,22,18,3,0,"£6,750 p/w",£200K - £2M
- - -,,2000149459,Óscar Perea,AM (L),20,AVS SAD,Liga Portugal Betclic,"1,853",1.51,1.55,7,1,2.38,0.09,41%,0.97,0.92,0.34,0.21,0.21,2.61,14%,4,0.19,27.93,82%,0.17,1.36,0.53,3.55,2.72,4.27,15%,4.71,15%,59,88%,13.5,3.98,8.84,12.43,0.05,1.94,1.17,0.24,0.1,6.65,37%,0,12.24,13.2km,0,29,31,5,0,"£14,000 p/w",£13.5M - £17.5M
- - -,,16254093,Luka Sučić,M (C),23,Real Sociedad,LALIGA EA SPORTS,"1,355",1.86,1,2,0,1.99,0.09,50%,1,1.06,0.13,0.18,0.18,-0.7,7%,2,0.13,47.96,82%,0.19,1.46,0.53,2.59,5.71,2.66,18%,2.92,15%,40,73%,12.55,3.12,10.36,14.15,0.07,2.66,0.73,0.13,0,6.38,66%,0.2,15.54,14.2km,0,10,15,2,0,"£24,000 p/w",£26M - £32M
- - -,Wnt,37051305,Arnaut Danjuma,AM (L),29,Valencia,LALIGA EA SPORTS,"2,373",1.59,1.14,6,1,1.67,0.17,32%,0.53,0.61,0.23,0.29,0.29,-1.6,14%,6,0.23,30.38,83%,0.19,1.4,0.53,3.53,2.77,3.38,10%,4.21,10%,71,83%,11.45,3.15,6.6,12.97,0,2.24,0.61,0.57,0.15,4.55,23%,0,10.35,12.7km,0,34,32,4,0,"£60,000 p/w",£7.6M
- - -,,67142544,Moi Gómez,AM (L),31,Osasuna,LALIGA EA SPORTS,"2,401",0.86,1.57,1,0,1.01,0.12,33%,0.34,0.56,0.04,0.12,0.12,-2.13,4%,6,0.22,36.43,86%,0.18,0.86,0.52,2.29,2.14,1.42,26%,4.2,18%,71,75%,13.61,3.56,6.15,12.41,0,2.14,0.79,0.45,0.15,4.61,21%,0.04,12.48,13.6km,0,17,34,1,0,"£14,750 p/w",£425K - £4.2M
- - -,,67269465,Roger Brugué,AM (R),29,Levante,LALIGA EA SPORTS,"2,402",0.82,1.24,2,0,1.12,0.09,37%,0.41,0.49,0.07,0.1,0.1,-0.67,7%,9,0.34,32.07,83%,0.18,0.79,0.52,3.15,2.44,4.31,5%,4.87,5%,78,86%,14.88,3.97,7.19,13.86,0,2.17,0.64,0.22,0.07,5.36,27%,0,17.2,13.7km,0,38,39,2,0,"£3,000 p/w",£1.5M - £3.2M
- - -,,2000018101,Sorriso,AM (R),25,Famalicão,Liga Portugal Betclic,"2,580",1.15,1.29,4,0,1.64,0.16,64%,1.05,0.49,0.14,0.26,0.26,-3.5,9%,5,0.17,29.16,81%,0.23,2.02,0.52,3.59,1.95,3.73,20%,3.77,19%,93,80%,12.49,2.93,8.41,11.86,0.03,2.97,0.84,0.49,0.1,5.72,28%,0,13.74,13.5km,2,35,39,4,0,"£11,000 p/w",£1.7M - £3.7M
- - -,Wnt,43318320,Marco Brescianini,M (C),26,Atalanta,Serie A TIM,"1,378",1.96,1.37,3,1,1.7,0.1,42%,0.72,1.11,0.2,0.17,0.12,0.44,12%,5,0.33,48.53,87%,0.18,1.83,0.52,1.76,4.44,0.72,59%,1.44,81%,40,80%,14.7,4.57,10.25,8.75,0,2.61,1.31,0.85,0.33,6.92,45%,0.2,12.28,14.6km,0,11,13,4,0,"£35,000 p/w",£5M
- - -,,2000034357,Fabio Blanco,AM (R),22,Vitória de Guimarães,Liga Portugal Betclic,"2,245",1.28,1.84,6,0,1.68,0.12,45%,0.76,0.48,0.24,0.21,0.21,0.83,14%,5,0.2,48.35,90%,0.21,1.36,0.52,4.93,2.97,4.13,16%,5.29,12%,39,82%,9.22,1.88,4.53,14.43,0,1.68,0.76,0.32,0.16,3.53,42%,0.08,8.46,12.8km,1,16,43,0,0,"£1,200 p/w",£3.5M - £7M
- - -,Inj,55082151,Pedro Ferreira,M (C),28,Santa Clara,Liga Portugal Betclic,"2,078",1.69,1.6,2,1,1.08,0.14,32%,0.35,0.61,0.09,0.15,0.12,-1.51,8%,3,0.13,56.3,88%,0.18,1.86,0.52,0.78,5.37,0.48,15%,0.56,18%,85,78%,14.42,4.2,9.14,8.84,0.04,2.08,1.13,0.39,0.17,5.59,53%,0.87,10.44,13.3km,0,34,8,4,0,"£5,000 p/w",£100K - £1M
- - -,,45078327,Takuma Asano,AM (R),31,Mallorca,LALIGA EA SPORTS,"2,257",0.88,1.4,2,0,1.12,0.13,43%,0.48,0.44,0.08,0.15,0.15,-1.72,7%,4,0.16,29.51,83%,0.15,1.28,0.52,3.31,2.43,5.38,16%,5.38,15%,92,82%,15.95,3.87,7.9,14.91,0.04,2.71,1.2,0.24,0.04,5.26,28%,0,13.72,13.9km,0,44,43,3,0,"£16,000 p/w",£120K - £1.2M
- - -,Inj,27139574,Albert Grønbæk,AM (L),25,Genoa,Serie A TIM,"1,738",1.04,1.35,3,1,1.81,0.1,46%,0.83,0.93,0.16,0.18,0.18,-0.54,9%,5,0.26,41.43,84%,0.23,1.66,0.52,2.95,3.73,2.64,20%,3.31,21%,73,84%,15.43,3.83,7.09,12.32,0.05,2.07,0.72,0.31,0.05,4.09,42%,0.1,10.87,13.2km,0,29,30,5,0,"£5,500 p/w",£5.4M - £8.4M
- - -,Wnt,39062838,Orri Steinn Óskarsson,ST (C),21,Real Sociedad,LALIGA EA SPORTS,"1,043",2.07,1.38,5,1,2.93,0.13,53%,1.55,0.95,0.43,0.39,0.39,0.51,15%,3,0.26,29.25,80%,0.18,1.29,0.52,1.64,2.16,1.29,20%,1.29,20%,21,52%,8.37,2.93,4.92,11.65,0,0.78,0.26,-,0,11.48,38%,0,6.21,12.7km,0,15,15,2,0,"£20,000 p/w",£650K - £10M
- - -,,26030142,Grigoris Kastanos,M (C),28,Hellas Verona,Serie A TIM,"2,096",1.12,0.94,5,1,1.5,0.1,51%,0.77,0.99,0.21,0.15,0.15,1.53,14%,5,0.21,27.91,81%,0.18,0.9,0.52,1.85,1.93,0.9,19%,3.69,38%,60,85%,11.25,2.66,5.71,10.43,0.13,1.59,0.6,0.17,0.04,4.64,12%,0,11.64,13.9km,0,20,37,1,0,"£3,500 p/w",£550K - £7.6M
- - -,,37027194,Sheraldo Becker,AM (L),31,Osasuna,LALIGA EA SPORTS,"2,099",1.11,1.33,6,0,1.33,0.14,65%,0.86,0.56,0.26,0.19,0.19,1.54,19%,3,0.13,32.63,86%,0.11,0.94,0.51,3.82,2.14,2.14,24%,2.19,24%,70,73%,13.38,3.3,6.99,13.21,0.09,2.36,1.16,0.43,0.09,5.15,24%,0.09,8.79,12.8km,0,16,46,4,0,"£27,000 p/w",£5.2M - £8.2M
- - -,,67255218,Alfon,AM (L),27,Sevilla,LALIGA EA SPORTS,"1,755",1.95,1.33,4,1,1.08,0.12,52%,0.56,0.36,0.21,0.13,0.13,1.46,19%,5,0.26,30.77,84%,0.24,1.44,0.51,2.1,3.38,2.92,21%,3.74,21%,55,76%,12.72,3.23,6.41,11.33,0,1.95,0.77,0.41,0.05,5.38,24%,0,13.69,13.3km,0,18,26,0,0,"£5,250 p/w",£250K - £8.8M
- - -,,13182752,Chidera Ejuke,AM (L),28,Sevilla,LALIGA EA SPORTS,"1,590",1.64,1.81,2,0,1.81,0.11,41%,0.74,1.19,0.11,0.2,0.2,-1.58,6%,5,0.28,31.81,83%,0.22,1.81,0.51,3.57,4.53,5.43,15%,5.89,14%,42,90%,13.08,4.25,7.47,13.47,0,2.21,0.57,0.28,0.06,4.92,20%,0,14.09,13.4km,0,16,36,2,0,"£34,000 p/w",£8.6M - £13M
- - -,,28101028,Grady Diangana,AM (L),28,Elche,LALIGA EA SPORTS,"2,316",0.82,1.55,3,0,1.2,0.16,42%,0.51,0.39,0.12,0.19,0.19,-1.81,10%,2,0.08,37.85,87%,0.19,0.78,0.51,3.46,1.94,1.83,16%,4.74,14%,101,76%,15.82,3.81,6.3,13.45,0.04,1.79,0.66,0.31,0,3.92,18%,0,10.69,13.1km,1,50,36,5,1,"£20,000 p/w",£7M - £10.5M
- - -,,48042058,Stéphane Diarra,AM (L),27,Alverca SAD,Liga Portugal Betclic,"2,861",1.64,2.2,5,1,1.16,0.12,43%,0.5,0.66,0.16,0.14,0.12,0.55,14%,11,0.35,26.86,78%,0.23,1.42,0.5,2.45,3.02,4.53,12%,7.39,11%,88,89%,13.9,3.59,8.05,13.72,0.06,1.98,0.69,0.28,0.13,5.76,25%,0.06,12.65,13.6km,0,45,30,4,0,"£3,000 p/w",£230K - £2.3M
- - -,,83209587,Gabrielzinho,AM (R),30,Moreirense,Liga Portugal Betclic,"1,253",1.22,1.08,2,0,0.72,0.18,40%,0.29,0.36,0.14,0.13,0.08,0.15,20%,0,-,41.73,87%,0.12,1.08,0.5,4.45,3.66,6.11,8%,6.32,8%,38,89%,16.52,4.17,6.61,14.65,0,2.23,0.72,0.5,0.14,3.16,9%,0,12,13.1km,0,6,21,2,0,"£1,700 p/w",£80K - £800K
- - -,,48043095,Rafik Guitane,AM (R),27,Estoril Praia,Liga Portugal Betclic,"1,258",1.07,1.36,2,1,1.36,0.14,37%,0.5,0.72,0.14,0.19,0.19,-0.71,11%,6,0.43,34.13,83%,0.16,1.72,0.5,3.15,2.65,2.07,16%,2.72,13%,35,89%,12.66,3.15,6.3,13.74,0.07,2.29,0.93,0.72,0.21,4.22,12%,0,9.37,13.5km,0,14,11,3,0,"£8,000 p/w",£230K - £2.3M
- - -,,67219330,Sergio Bermejo,AM (R),28,Gil Vicente,Liga Portugal Betclic,"1,996",1.08,1.44,7,3,1.53,0.11,56%,0.86,0.99,0.32,0.18,0.18,3.1,21%,3,0.14,45.23,85%,0.2,1.22,0.5,1.49,4.6,1.58,28%,3.83,22%,50,86%,11.14,2.8,6.45,10.78,0,2.12,0.72,0.27,0.14,2.71,15%,0,6.18,13.2km,0,13,27,2,0,"£6,500 p/w",£475K - £4.8M
- - -,,19338230,Antony,AM (R),26,Real Betis,LALIGA EA SPORTS,"1,092",0.74,1.24,1,0,2.64,0.11,41%,1.07,1.9,0.08,0.3,0.3,-2.64,3%,3,0.25,42.12,80%,0.16,1.48,0.49,1.81,3.13,2.88,14%,4.62,14%,35,86%,15.49,3.63,6.35,15.08,0,1.48,0.41,-,0,4.78,21%,0,12.77,13.7km,0,24,24,5,0,"£60,000 p/w",£48M - £74M
- - -,Wnt,95078306,Fran Pérez,AM (R),23,Rayo Vallecano,LALIGA EA SPORTS,"1,638",1.26,1.37,3,0,1.59,0.1,45%,0.71,0.6,0.16,0.16,0.16,0.04,10%,4,0.22,29.29,82%,0.11,0.77,0.49,3.46,2.25,4.73,8%,6.26,5%,68,85%,13.3,3.24,7.42,14.01,0,2.47,0.99,0.44,0.11,5.6,48%,0,10.99,13.4km,0,22,35,2,0,"£12,000 p/w",£4M - £6.2M
- - -,Unh,55080670,Kiko Bondoso,AM (L),30,Moreirense,Liga Portugal Betclic,"2,549",0.88,1.2,2,1,0.88,0.12,40%,0.35,0.39,0.07,0.1,0.1,-0.89,8%,8,0.28,34,87%,0.18,1.13,0.49,2.82,2.68,2.72,19%,2.82,18%,87,86%,15.04,3.39,6.46,12.18,0.11,2.22,0.85,0.32,0.18,5.12,10%,0.04,9.53,13.1km,0,23,35,3,0,"£11,000 p/w",£500K - £4.9M
- - -,,37079213,Yassin Oukili,M (C),25,Casa Pia,Liga Portugal Betclic,"2,556",1.51,1.62,7,1,1.87,0.12,45%,0.85,0.6,0.25,0.22,0.22,0.89,13%,6,0.21,73.63,90%,0.14,0.99,0.49,0.67,6.87,0.53,18%,0.77,20%,62,76%,13.03,3.31,8.17,11.02,0.04,1.65,0.53,0.42,0.21,4.08,66%,0.6,7.92,12.8km,0,14,14,3,0,"£4,000 p/w",£900K - £2M
- - -,Inj,85136376,Nicolas Pépé,AM (R),31,Villarreal,LALIGA EA SPORTS,"1,476",2.07,1.22,7,2,1.95,0.11,53%,1.04,1.34,0.43,0.22,0.22,3.33,22%,3,0.18,29.15,78%,0.22,1.28,0.49,2.26,3.05,1.95,23%,4.57,18%,30,77%,8.6,2.99,5.98,13.23,0,1.34,0.37,-,0,5.12,15%,0,11.4,13.4km,0,12,27,0,0,"£60,000 p/w",£5.2M - £8.2M
- - -,,2000065899,Unai Gómez,AM (C),23,Athletic Club,LALIGA EA SPORTS,"1,477",1.22,1.04,4,0,1.65,0.18,48%,0.79,0.91,0.24,0.29,0.29,-0.74,15%,2,0.12,46.25,87%,0.13,0.79,0.49,1.89,3.47,0.85,23%,2.86,35%,43,72%,13.16,3.35,6.52,11.52,0,1.58,0.49,0.24,0.06,3.41,25%,0.06,11.27,14.2km,1,11,35,0,0,"£4,500 p/w",£17.5M - £22M
- - -,,43029905,Cristiano Biraghi,D (L),33,Torino,Serie A TIM,"3,338",2,1.4,7,4,0.92,0.12,56%,0.51,0.57,0.19,0.11,0.07,2.84,21%,8,0.22,39.07,84%,0.29,1.73,0.49,2.37,7.74,6.04,17%,12.05,18%,164,87%,10.57,2.83,13.45,14.48,0.08,2.7,0.97,0.97,0.27,5.37,63%,0.43,14.42,13.5km,1,42,25,9,0,"£61,000 p/w",Not for Sale
- - -,,2000056415,Ilias Akhomach,AM (R),22,Villarreal,LALIGA EA SPORTS,"2,413",1.72,1.83,3,0,0.9,0.12,33%,0.3,0.48,0.11,0.11,0.11,0.07,13%,6,0.22,34.39,80%,0.25,0.82,0.48,2.95,4.85,2.39,22%,6.64,17%,75,83%,12.83,4.14,9.4,13.8,0.04,2.83,0.75,0.48,0.22,5.37,17%,0.04,12.31,13.2km,0,16,39,5,0,"£11,500 p/w",£20M - £26M
- - -,,67296656,Arnau Solà,D (L),23,Arouca,Liga Portugal Betclic,"2,415",0.93,1.23,3,2,1.08,0.07,41%,0.45,0.67,0.11,0.07,0.07,1.1,10%,2,0.07,46.84,88%,0.15,1.04,0.48,1.19,3.2,4.25,10%,5.22,7%,93,81%,11.81,3.28,10.51,9.61,0.07,2.65,1.3,0.67,0.34,4.51,69%,0.6,10.25,13.1km,0,24,24,3,0,"£3,000 p/w",£230K - £2.3M
- - -,,91177386,Ole Pohlmann,M (C),25,Rio Ave,Liga Portugal Betclic,"1,859",0.82,2.03,0,0,1.31,0.11,37%,0.48,1.02,-,0.14,0.1,-2.9,-,2,0.1,51.32,88%,0.18,1.36,0.48,1.4,3.49,1.21,11%,3.05,20%,39,74%,13.17,3.34,6.87,9.3,0,1.94,0.92,0.34,0.24,3.78,28%,0.05,9.34,13.1km,0,11,23,2,0,"£7,500 p/w",£140K - £1.4M
